content,valence,arousal,dominance
sonic,5.32,4.82,5.45
dig,5.28,3.67,4.67
taxi,4.79,3.79,4.53
punishment,2.76,5.07,4.11
appreciation,7.3,4.68,6.63
zoning,4.65,3.77,4.47
gravity,5.81,4.85,4.48
thumb,5.62,3.84,5.79
restriction,4,4.58,3.48
incorporate,5.37,2.71,5.26
treasurer,6.43,4.27,6.5
essence,6.75,3.86,5.62
flooring,5.32,3,6
lightweight,5.9,3.05,5.36
mighty,6.45,5.43,6.85
humanity,6.78,4.35,5.95
transcription,5.15,4.13,5.05
galaxy,5.95,5.61,4.76
snapshot,5.84,4.28,6.35
synthetic,4.76,3.61,5.05
testament,5,3.94,5.68
expo,6.26,4.43,5.11
dominant,5.15,5.36,6.78
twist,4.61,4.27,5.95
stomach,4.53,3.76,5.4
minimize,5.16,4.19,5.45
wilderness,6.68,4.85,4.48
debut,5.81,3.41,5.52
deny,3.81,5.63,4.29
anatomy,6.29,4.43,5.95
sponsorship,5.71,4.95,6.8
headphones,6.47,3,5.92
fraction,5.21,3.95,5.09
trio,5.68,3.38,4.7
cube,4.75,3.09,5.53
uncertainty,3.3,5.27,4.1
breakdown,3.48,4.73,3.62
marker,5.8,4.05,5.48
reconstruction,4.79,4.86,5.91
subsidiary,4.8,3.38,5.74
clarity,7.26,3.64,6.59
encouraging,6.89,4.23,6.87
beneficial,6.61,4.18,6.3
vaccine,6.48,6.45,5
fate,5.38,5.2,5.53
penny,6.29,5.55,5.4
robust,6.1,5.24,5.76
jungle,5.7,4.06,4.5
rim,4.6,3.72,5.04
ivory,5.2,2.33,5.17
alpine,5.84,3.52,5.74
prediction,5.62,5.6,5.5
fabulous,7.84,5.15,7.25
alias,5,4.71,5.94
battlefield,3.89,6.48,4.05
ecological,5.62,3.81,5.08
spice,6.55,4.06,6
oval,5.14,3.5,5.54
cooler,6.1,3.83,5.92
appraisal,5.09,4.09,5.65
maritime,4.9,3.36,5.26
periodic,4.79,3.55,4.59
prospect,5.78,3.68,5.52
shipment,5.26,3.91,6.05
breeding,5.62,3.95,5.41
geographical,6.21,3.18,4.65
donor,6.57,3.76,6.79
tension,3.6,5.08,4.53
trash,2.74,3.66,4.24
tier,4.95,3.73,5.63
earl,5.15,3.64,5.76
manor,5.9,3.68,5.05
envelope,5.95,2.8,5.5
homeland,5.37,4.19,5.52
disco,5.76,5.25,5.24
incoming,5.62,4.15,4.81
eternal,6.76,3.59,5.41
cite,4.95,4,6.19
remarkable,7.18,4.3,5.64
rotation,5,4.1,5.43
productive,7.37,4.6,6.43
pig,4.83,3.68,5.04
metric,4.95,3.67,5.13
imagination,7.22,4.41,6.55
actress,5.42,5.43,4.65
mess,3.5,4.7,2.89
assign,4.75,3.71,5.74
accommodate,6.35,3,6.27
premiere,6.47,5.3,5.45
shade,5.91,2.91,6.25
chorus,6,4.2,5.26
rhythm,6.42,5.14,7
digit,4.84,3.05,4.35
symphony,7.15,4.19,5.62
lyric,6.53,3.57,5.64
isolation,3.77,3,4.52
approximate,5.26,3.82,4.95
rope,5.05,4.58,5.62
rational,5.85,4.26,6.19
programmer,5.05,3.59,5.8
dump,3.73,3.67,4.5
incomplete,3.55,4.12,3.96
chronicle,6.1,3.59,5.71
fountain,6.26,3.1,5.9
chubby,4.33,4.88,5.11
grave,2.4,4.54,3.73
legitimate,5.7,3.94,6.29
burner,3.9,4.67,4.64
investigator,4.95,4.35,4.79
plaintiff,4,3.86,4.25
gentle,7.42,3.17,6.95
hose,5,4.54,5.67
nightlife,5.95,6.36,6.09
footage,5.33,3.12,5.71
worthy,6.56,4.77,7.04
entrepreneur,6.14,3.68,7.67
freelance,6.05,4.2,6
duo,6.45,3.75,5.75
excessive,4.37,3.73,4.04
unexpected,4.68,5.1,3.39
cigarette,3,4,5.05
fog,5.77,3.67,4.05
characteristic,5.57,4.24,5.37
lobby,4.76,4.65,5.53
headline,5,4.14,4
punch,3.27,5.8,5.26
cowboy,5.43,4.43,5.67
narrative,6.32,3.23,5.61
enormous,5.68,5.05,6
karma,6.28,4.18,3.29
consist,5.21,3.14,5.25
subdivision,4.74,3.25,4.96
defeat,3.74,4.14,3.87
distinction,5.05,3.6,6
naughty,6.04,6.95,5.76
livestock,5.95,2.95,4.68
exemption,5.37,4.17,5.32
tenant,4.57,2.59,5.41
tattoo,4.45,5,6.63
shake,4.59,5.2,6.37
algebra,5.4,4.6,4.54
holly,6.67,4.3,4.97
silly,6.72,4.86,6.5
nutritional,6.83,3.4,5.68
mercy,6.4,3.67,5.55
sunrise,7.35,4.68,5.95
mild,5.9,2.39,5.67
fur,5.65,3.64,6.11
tar,3.9,3.65,5.1
affiliation,5.32,3.9,5.3
fence,5.05,2.7,5.2
nudist,6,6.05,5.05
infinite,6.05,4.6,5.16
clan,5.2,3.78,4.35
shame,2.62,5.4,5.21
satisfactory,6.62,3.14,6.12
revolutionary,6.21,4.86,5.11
sync,6.21,3.95,6.13
civilian,5.48,3.7,5.58
fatal,2,6.79,3.54
remedy,6.62,4.33,6.82
thickness,5.19,3.74,4.95
genius,7.52,6.2,7.37
aerospace,5.79,4.52,5.17
fighter,5.1,5.3,6.42
meaningful,6.79,3.78,6.29
flesh,5.2,4.11,5.29
retreat,4.92,4.12,4.68
rug,5,3.24,5.68
democrat,5.54,5.65,5.61
borough,5,3.45,5.22
marble,5.8,3.57,5.38
hull,5.05,2.67,4.91
briefing,4.76,3.58,5.88
blackberry,6.63,3.24,5.45
highland,5.9,4.95,5.5
meditation,7.21,2.5,7.35
microphone,5.11,4.19,5.35
instrumental,6.76,3.92,6.68
shed,5.37,3.64,5.59
balloon,6.84,3.9,5.45
memo,4.7,2.39,5.86
ham,4.65,4.2,5.85
tide,6.55,5.47,4.76
partition,4,3.1,5.39
invisible,5,3.95,4.27
funk,3.2,4.52,4.68
magnet,5.65,3.38,4.89
jaguar,5.63,5.55,5.1
reel,5.5,3.44,5.05
sheer,5.38,5.55,5.44
commodity,5.86,3.75,5.38
bind,4.82,4.53,4.24
thanksgiving,6.79,4.95,6.25
urgent,4.21,5.71,5.35
gothic,4.7,4.95,5.69
cylinder,5.45,3.14,4.57
witch,3.14,5.3,4.79
buck,6.5,4.7,5.39
indication,5,3.83,6.06
congratulations,7.33,5.55,6.72
puppy,7.85,5.84,6.24
acre,5.53,2.73,4.94
surround,5.42,3.32,4.43
revenge,2.75,6.14,5.72
aqua,6.5,3.6,4.82
patrol,4.04,4.26,5.27
smell,6.39,5.24,5.44
pest,2.67,5.14,4.36
carnival,6.48,5.22,5.55
sticker,5.57,4.05,5.52
reef,5.63,3.67,5.29
divide,4.78,4.62,4.91
consecutive,4.75,3.11,5.29
satin,6.24,3.7,5.58
deserve,6.77,4.5,6.32
promo,6.15,4.09,6.24
worried,3.27,5.81,4.18
garbage,2.88,3.84,5.15
peninsula,5.95,3.55,4.5
boring,2.71,2.85,6.05
sofa,6.26,2.9,5.84
prefix,5.24,3.7,4.85
savannah,6.05,3.5,5.86
barrel,4.92,3.43,4.94
nerve,4.45,5.27,5.42
deficit,2.95,4.19,4.18
renew,6,4.14,6.44
floppy,4.61,4.45,4.65
texture,5.57,3.33,5.29
jar,5.71,2.77,5.26
acknowledge,6.43,3.26,6.11
thunder,5.74,5.75,3.9
tent,6.23,3.38,5.91
caution,3.29,4,4.86
questionnaire,4.9,3.43,5.64
miniature,6.11,3.95,4.39
hack,3.95,5.48,4.08
dare,4.67,5.6,4.17
interstate,5,4.38,4.91
aerial,6.04,3.67,5.17
hawk,6.46,4.83,5.5
consequence,3.86,4.31,4.67
rebel,4.37,5.29,5.2
systematic,4.62,3.52,4.65
makeup,5.21,4.1,6.46
textile,4.89,3.38,5.71
lamb,6.3,3.32,5.72
magnitude,5.1,5.11,5.09
vocabulary,5.5,3.6,6.29
earthquake,3.05,6.76,2.14
fundraising,5.63,4.85,6.86
geological,6.43,3.95,5.61
lasting,6.67,3.33,6.33
wicked,2.63,5.86,3.61
roommate,5.29,4.13,4.52
junk,3.57,3.95,4.86
wax,4.68,3.64,6.2
impressed,6.66,4.9,6.38
slope,5.42,3.59,4.5
reggae,5.19,5,6.24
poet,6.85,2.91,5.84
conspiracy,3.42,5.74,3.64
surname,5.1,3.68,5.76
theology,4.95,3.32,5.35
evident,5.1,3.76,6.16
rehab,3.19,4.38,5.17
epic,7.19,4.8,5.32
organizer,6.35,3.17,6.96
nut,5.44,4.24,4.56
allergy,2.9,3.9,3.5
sake,5.28,3.2,5.17
merit,6.94,3.16,5.88
enzyme,5.14,3.1,4.92
tackle,5.38,4.43,5.2
condo,6.47,3.8,5.75
arbitrary,4.15,4.55,4.77
prominent,5.21,4.05,5.55
retrieve,6.16,4.45,5.83
titanium,5.26,3.78,5.88
fairy,6.71,5.04,6.38
shaft,4.86,4.65,5.32
lean,6.35,3.32,5.84
occasional,5.5,2.45,4.72
dude,5.91,3.81,5.59
drain,3.8,2.94,5.17
blessed,7.5,3.55,5.32
potato,6.4,2.38,5.46
panic,2.56,6.4,2.65
transsexual,3.68,4.23,4.78
citizenship,7.24,5.58,5.89
excuse,4.52,3.61,4.72
basement,4.81,3.33,5.26
onion,5.37,4.95,4.78
strand,5,3.27,5.15
sandwich,7.18,4.94,5.57
lawsuit,2.84,5.39,3.2
informative,5.94,3.89,6.47
girlfriend,7.56,5.05,5
hierarchy,4.95,4.11,3.84
reject,2.95,4.78,3.46
merry,7.2,4.57,7.1
mil,4.85,4.05,5.58
scuba,5.86,3.86,5.05
complement,6.7,5.9,6.77
cult,2.77,5.48,3.61
dash,5.05,4.29,5.86
passive,4.84,3.55,5.64
cage,3.11,4.2,3.58
checklist,6.4,3.55,6.48
courage,7.67,5,7.27
gazette,5.05,4.18,5.16
extraction,3.86,5.2,5.62
elevation,5.67,3.57,6.06
lap,5.89,3.45,5.26
ping,5.67,4.09,5.38
textbook,5,2.94,5.17
entertaining,8,5.28,6.45
frontier,6.53,3.95,4.32
settle,5.62,3.4,6.16
hypothesis,5.78,3.29,5.6
flux,4.17,4.18,4.79
peaceful,8,4.38,6.84
regression,3.48,3.74,4.4
doctrine,4.89,3,5.35
scenic,6.9,3.88,6.37
intersection,4.58,4.45,4.42
sewing,5.05,3.45,6.26
consistency,6.1,2.73,6.19
conclude,4.81,2.57,5.85
propose,6.26,4.77,5.77
rage,2.5,6.62,4.17
astrology,4.79,4.18,4.67
pavilion,6.1,3.04,5.25
supplemental,5.59,3.64,6.05
talented,7.95,4.55,6.14
pillow,7,2.9,6.34
induction,5.32,4.09,4.91
steal,2.17,5.3,3
parcel,5.45,4.18,5.83
refined,6.11,3.95,6.67
fifteen,4.94,3.65,4.76
widespread,5.11,4.05,3.81
predict,6.29,4.68,5.23
boutique,6.1,4.33,5.88
acrylic,5.52,3.73,5.42
toddler,6.28,4.2,4.88
flavor,6.45,4.41,6.95
homeless,2.21,4.38,3.78
horrible,2.33,5.95,5.16
hungry,3.54,5.6,4.59
metallic,5.26,4.32,5.17
acne,2.18,4.47,3.44
interference,4.71,3.84,4.11
undo,5.35,3.52,6.44
atmospheric,5.72,4.09,5.11
halo,6.63,3.27,5.39
parental,6.21,2.73,5.93
publicity,4.89,4.57,4.6
marathon,5.48,5.04,4.9
ant,3.9,3.27,5.3
proposition,5.84,4.86,6.18
gasoline,4.63,4.57,3.63
apt,5.64,4.05,5.95
scout,6,4.52,5.32
exec,4.86,3.71,5.55
catalyst,5.3,3.38,4.65
trader,5.47,3.5,5.8
allowance,6.74,4.05,5.7
denial,3.57,4.85,4.05
gem,7.35,4.44,6.09
duplicate,4.7,4.5,5.5
badge,5.24,4.4,5.75
wrist,5.06,3.27,5.26
civilization,6.2,3.7,6
tremendous,7,3.54,4.9
ballot,5.29,4.15,5.45
varying,5.35,5.3,4.58
validity,5.38,2.73,6.56
trustee,5.84,3.91,4.74
realm,5.39,4,5.65
helmet,5.26,3.71,5.52
postcard,5.68,4.23,6.08
elephant,6.17,4.23,4.23
tsunami,2.33,6.29,2.6
scholar,6.33,4.25,6.04
nickel,5.62,4.22,5
psi,4.59,3.92,6.25
geology,5.89,4.3,4.74
coating,5.25,3.59,5.63
wallet,6,4.25,6.08
accomplish,7.45,5.16,7.27
boating,6.63,4.64,5.82
drainage,3.89,3.52,4.65
vegetarian,5.25,3.45,6
rouge,5.55,4.18,5.48
yeast,4.58,3.26,4.8
ambassador,5.5,3.91,6.2
intend,5.75,3.39,6.18
vegetation,6.19,3.8,5.67
doom,3,6.17,2.42
bite,3.52,5.1,6.58
aquatic,6.8,3.58,4.53
myth,6.11,4,5.38
infectious,2.63,5.14,3.19
gig,6.48,5.75,5.14
continuity,5.71,2.32,6.44
brook,7,3.33,6.08
phenomenon,6.79,5,5.05
ensemble,5.67,3.86,5.4
insulin,4.52,4.92,3.81
biblical,6.52,3.73,5.3
weed,4.65,4.78,5.44
conscious,5.53,4.3,6.05
accent,6.48,4.95,5.36
eleven,5,3.05,5.2
ambient,6.33,3.2,4.86
utilize,5.26,4.33,6.25
mileage,5.9,2.95,5.64
prostate,4,4.7,4.2
auburn,5.89,3.62,5.61
unlock,5.55,3.2,6.73
pledge,5.09,3.95,6
vampire,4.05,5.17,3.6
nitrogen,4.6,5.2,4.82
dice,5.8,4.64,4.56
merger,4.09,4.22,4.63
softball,5.53,4.1,5.4
quad,4.62,4.2,5.76
dock,5.05,3.44,5.88
musician,6.79,5.52,5.7
dispatch,4.9,3.55,5.32
hint,6.05,4.75,6.05
armor,6.1,3.29,6.3
remark,5.05,3,6.3
reasoning,6.25,5.68,6.64
charitable,7.33,3.5,6.56
researcher,5.7,2.86,5.81
granny,5.71,2.38,5
pork,5,3.8,5.85
equilibrium,6.32,2.5,5.68
viral,3.33,5.52,3.62
inquire,5.32,3.73,6.25
realtor,4.42,4.14,6.11
merge,4.95,3.5,5.53
privilege,5.81,3.71,6
chassis,5,3.86,5.38
estimation,4.67,3.18,5.26
barn,6.16,3.57,5.65
fleece,5.79,3.71,5.64
pediatric,5.75,3.78,5.38
fare,4.86,2.3,4
sperm,5.47,4.86,4.43
bald,2.85,3.71,4.5
mold,2.71,3.77,4.5
dame,6.1,4.22,5.54
yacht,5.88,3.98,5.56
herb,6.72,3.26,5.05
breach,3.67,3.46,4.76
whale,5.81,4.2,5.57
tomatoes,6.25,3.82,5.42
stationery,5.6,3.06,6.14
idle,4.29,4.1,4.9
mustang,6.32,6.14,6
unauthorized,4.11,4.39,3.94
competent,6.05,4.09,6.44
momentum,6.1,4.14,5.16
fin,5.27,4.45,5.45
wiring,5.05,3.75,5.1
pastor,5.35,3.91,5.38
mud,5.06,3.19,4.27
shark,4.02,5.27,4.87
grateful,7.5,4.29,7
emerald,7.3,5.33,6.32
cliff,4.77,5.18,4.09
desirable,6.95,6.25,6.15
tract,4.05,3.45,5.05
ballet,6.86,3.72,5.62
journalist,5.3,3.86,6.15
bumper,4.79,3.45,5.11
garlic,5.67,4.12,6.62
shine,7.27,5.19,5.96
explosion,3.17,6.35,3.62
cove,5.67,3.17,6.06
ozone,5.05,4.17,5.25
opponent,4.42,5.5,5.8
pasta,7.08,3.97,5.98
serum,4.1,3.78,5.38
swift,5.83,4.88,6.24
focal,4.85,3.94,6.41
distant,4.74,2.95,3.56
champagne,6.86,3.8,6.47
decimal,4.68,3.35,5.52
deviation,4.9,4.7,4.94
superintendent,4.86,3.24,5.16
dip,5.42,3.35,5.2
samba,5.95,4.5,5.88
hostel,4,4.27,3.46
employ,5.89,3.83,5
penguin,6.65,4,4.86
magical,8.23,5.88,5.3
irrigation,3.82,4.65,6.05
miracle,7.3,5.52,5.26
hydraulic,5.05,4.11,4.81
flex,5.32,4.8,6.04
yearly,5.2,3.05,5.23
penetration,5.81,7.25,5.41
wound,3.24,4.65,3.64
conviction,3.89,4.67,5.62
hash,3.95,4.45,4.95
lazy,3.05,3.05,5.79
retrieval,5.45,3.24,5.52
marvel,5.84,4.77,5.21
prototype,6.48,3.92,6.68
petite,5.86,4.78,5.37
apparatus,5.5,4,5.14
terrain,5.53,3.09,4.83
yen,5,2.91,5.11
gossip,3.5,3.91,3.94
nomination,5.63,4.04,6
empirical,4.67,4.14,5.3
rotary,4.7,3.5,5.12
worm,4.86,3.5,5.22
dependence,3.6,3.55,4
beginner,5.15,3.5,4.79
lid,5.14,2.91,6.33
sexuality,5.95,7.14,6.74
polyester,4.29,3.85,5
cubic,4.7,3,5.6
deaf,3.19,4.27,2.86
sapphire,6.92,4.88,6
remainder,5.63,4.18,5.27
sheriff,4.44,4.3,3.67
mime,4.58,2.81,4.85
neighbor,5.6,3.72,5.12
elect,5.52,4,5.43
concentrate,6.46,5.11,6.67
intimate,7.22,6.02,6.29
reproductive,5.68,4.83,4.74
deadly,1.9,5.04,3.73
bunny,7.3,3.86,5.78
refrigerator,5.76,3.25,5.82
keen,6.72,3.21,5.52
flyer,4.95,3.76,5.4
peas,6.1,2.95,5.72
dosage,4.57,4,5.79
disposition,4.81,4.16,5.61
navigator,5.47,4.09,6.37
marijuana,3.63,4.36,4.77
needle,3.97,4.36,5.12
cathedral,6,3.45,5.04
sticky,4.65,4.75,5.19
destiny,6.73,4.76,5.45
generous,7.43,5.7,6.81
madness,2.86,6.25,4.18
climb,5.62,3.95,5.61
fascinating,7.37,5.14,6.17
hay,5.41,2.43,4.75
cardiac,3.73,4.9,3.95
salvation,6.94,3.55,5.67
brutal,3.07,5.13,3.94
selective,5.21,3.95,6.45
arbitration,4.09,4.41,4.19
token,5.63,3.09,5.3
zinc,4.79,3.17,5
sacrifice,4.76,4.95,5.6
guru,5.76,3.76,6.42
anthropology,5.3,2.91,6
emperor,4.68,4.25,5.32
grad,6.81,4.12,6.9
malpractice,2.74,5.26,4.3
necessity,5.32,4.55,4.75
obesity,2.81,4.63,4.55
suburban,5.85,3.41,5.69
hepatitis,2.33,3.83,4.05
tomato,5.8,2.68,5.46
waterproof,5.8,3.78,6
flush,4.67,4.35,5.62
waiver,5.6,2.95,5.46
pale,4.11,3.18,4.18
humanitarian,6.75,2.85,6.59
delight,8.21,5.02,7.29
survivor,6.68,4.81,6.25
bacterial,3.68,5,3.6
undertake,4.21,4.22,5.21
declare,5.42,4.4,6.13
tear,3.14,4.8,5.68
jewel,6.68,3.83,5.1
convertible,6.79,4.72,6.21
stranger,4.09,5.8,4.84
tragedy,2.11,6.8,3.02
nest,5.65,3.35,5.5
dryer,5.21,2.43,4.57
painful,2.58,5.52,3.83
velvet,6.3,4.53,6
tribunal,4.53,3.95,4.74
funky,5.85,4.9,5.4
cop,4.5,4.9,2.83
adolescent,5.38,4.2,4
dim,3.37,3.55,4.83
scary,3,5.35,3.7
mattress,5.74,3.45,6.17
banana,6.71,3.21,6.05
reservoir,5.37,3.22,5
occurrence,4.94,4.1,4.7
idol,5.4,4.38,6.76
mixer,4.9,4.17,5.18
remind,4.81,4.2,6.47
demographic,4.41,3.73,5.75
charming,7.05,5,6.95
tooth,5.06,3.52,4.89
disciplinary,3.6,4.56,4.58
annoying,3,5.55,3.28
disclose,4,4.45,5.89
affair,3.1,5.4,5.89
washer,5.16,2.9,6
upset,2.45,4.49,4.3
restrict,3.48,4.35,3.52
rebound,5.09,4.67,5.33
mentor,7.05,3.5,6.6
elimination,3.86,3.35,4.33
hypothetical,4.94,4.43,5.71
complimentary,6.9,5.15,5.92
helicopter,5.55,6.11,6.17
pencil,5.65,3.11,6.03
freeze,4.64,4,5.89
performer,5.75,4.45,6.84
sphere,6.21,4,5.6
surprising,6.75,5.65,3.77
walnut,6.39,2.81,4.8
lance,4.7,3.6,5.17
ladder,5.32,4.09,5.56
unnecessary,4.62,3.79,4.16
cork,4.93,3.92,4.7
maximize,6.2,4.74,5.9
workout,6.16,5.64,6.09
colon,4.04,3.64,4.7
likelihood,5.74,2.9,5.59
purse,5.95,3.21,5.68
contamination,3.11,6.71,3.78
compromise,5.62,3.36,6.37
masturbation,5.89,6.3,5.92
dome,5.95,4.42,5.54
expiration,3.45,4.29,3.72
align,5.95,3.32,5.95
peripheral,4.95,3.86,5.52
bless,7,4.57,6.26
negotiation,6.05,4.76,6.17
crest,4.9,3.39,6.06
triumph,7.34,5.6,7.5
confidentiality,5.82,4.64,6.16
electoral,4.21,3.86,4.96
welding,5.47,3.7,5.62
heel,4.63,4.55,5.41
alloy,5.2,3.32,5.9
controversial,4.73,6.26,4.71
fridge,6.29,4.6,5.69
blanket,7.05,2.23,6.75
bloom,6.4,4.87,6.05
justify,6.17,3.2,6.04
surge,5,5.22,5.92
trauma,2.89,4.87,2.7
possess,4.67,3.95,5.59
defensive,4.65,4.28,4.08
sip,5.38,2.71,6.3
vanilla,7.42,3.62,5.74
picnic,7.11,3.65,6.1
spank,3.76,5.91,4.76
practitioner,5.05,4.86,5.3
dumb,2.44,5.3,4.39
hollow,4.67,3.41,4.71
vault,5.84,2.86,5.25
groove,6.32,5.33,5.91
revelation,5.94,3.85,5.6
pursuit,4.79,5.67,5.46
delegation,5.2,3.62,5.76
greenhouse,6.4,3.6,5.84
endless,4,4.23,3.25
orbit,5.95,4.26,5.06
bacon,7.52,4.16,6.11
positioning,4.84,3.88,5.94
heater,6.57,3.26,4.81
colony,5.52,4.17,5.04
cannon,4.74,5.09,4.95
circus,5.85,5.45,4.94
spine,5.33,3.14,5.52
trout,5.62,3.85,5.67
feat,6,4,6.19
thriller,5.75,6,4.57
transmit,4.24,4.39,5.3
fatty,2.38,3.35,3.5
hunger,3.2,4.8,3.18
detective,5.06,4.55,4.39
surgeon,5.05,5.78,5
cement,4.62,3.28,4.84
fireplace,5.95,5.2,5.56
endorsement,6.05,3.76,5.92
missile,2.85,5.67,4.2
psychiatry,4.61,4.6,4.71
persistent,5.71,5.58,6.24
glow,6.55,4.95,5.38
auditor,3.26,3.7,5.2
aquarium,6.43,4.3,6.14
violin,6.56,3.41,5.58
prophet,5.32,3.05,4.68
bracket,4.63,3.15,5.05
oxide,5.53,2.91,4.39
magnificent,6.95,4.52,6.05
colleague,5.26,3.5,5.7
adaptation,5.82,3.55,6.04
harmful,2.29,4.89,4.1
paintball,5.22,5.19,4.48
enclosure,4.6,3.35,4.64
glucose,3.59,4.25,4.05
phantom,4.26,5.23,4.46
norm,5.56,3.06,5.06
playback,5.76,3.36,6.14
turtle,6.16,2.52,5.82
neural,6.05,3.19,4.64
fossil,6,4.1,4.75
hometown,6.8,3.52,5.59
disappointed,2.65,4.47,4.08
communist,3.22,5.1,4.12
handmade,7.11,3.62,6.36
jade,6.25,3.43,5.37
scoop,5.24,3.39,6.11
foul,3,4.09,4.11
mailman,5.32,3.32,4.82
excitement,7.62,6.21,6.33
verbal,5.29,3.76,6.32
blink,5.25,3.12,4.83
mysterious,6.05,5.45,4.76
novelty,5.82,5.04,5.47
librarian,6.38,1.75,5
pose,5.63,3.11,6.3
fuzzy,6.53,3.95,4.29
therapist,4.43,3.32,4.23
promising,6.95,4.7,6.33
relaxation,8,3.15,7.12
goat,5.3,2.94,5.17
render,4.86,4.16,5.36
hardwood,5.65,3.68,6.19
erotica,6.1,6.52,5.56
temporal,4.57,3.38,5.42
sail,6.84,3.74,6.37
forge,5,4.16,5.55
dense,4.68,3.59,5.08
brave,7.38,4.95,6.84
forwarding,5.23,3.73,6
awful,2.28,4.86,3.06
nightmare,1.79,5.83,3.21
airplane,5.25,5.62,4.12
impose,3.86,4.89,5.38
telescope,6.75,3.38,6.07
asbestos,2.24,4.38,3.05
pod,5,3.32,5.11
savage,4.29,4.68,4.22
advancement,7.47,5.81,6.38
harassment,2.45,5.15,4.05
willow,5.95,2.78,4.75
bolt,3.9,4.55,4.64
wagon,5.21,3.1,5.45
knock,5.44,3.95,5.11
urge,5.11,5.29,4.5
potatoes,6.11,2.95,5.95
thorough,6.15,3.3,7.28
inexpensive,7.63,4.74,5.72
optimum,7.38,5.21,5.55
neon,6.48,4.56,5.62
quilt,5.91,3.11,5.62
creature,6.06,4.77,4.82
internship,5.9,6.25,5.11
lone,3.75,3.84,4.32
refresh,6.62,2.77,6
snowboard,5.09,4.95,6
subtle,5.62,3.37,5.09
cope,5.1,4.1,5.95
shepherd,5.75,3.05,5.72
cradle,6.1,3.67,4.86
chancellor,4.91,3.67,5.04
mambo,5.52,5.05,5.1
lime,6.1,3.83,6.23
flour,5.25,3.26,5.86
controversy,3.21,6.09,3.75
legendary,6.86,6.61,6.95
sympathy,6.57,3.08,5.9
choir,6.15,3.29,4.68
blond,6.08,3,5.38
polymer,5.35,3,5.08
hygiene,6.38,4.63,7
wit,7.25,4.71,6.16
poultry,5.67,3.95,5.67
virtue,6.7,4.55,6.16
burst,5.43,5.09,4.45
bouquet,6.67,3.33,5.76
mandate,3.76,4.32,4
departmental,4.67,4.12,4.71
terminology,5.67,2.8,5.32
gentleman,7.5,4.14,6.06
reproduce,5.63,4.61,4.88
spokesman,4.9,2.9,5.24
prisoner,2.67,5,2.41
daisy,7.48,3.95,5.37
crude,3.24,4.51,3.35
maiden,5.65,4.05,5.68
bored,2.95,3.65,4.96
cleanup,4.86,3.04,6.6
yarn,5.47,2.7,5.33
knit,5.85,3.35,6.44
mug,4.16,3.83,4.82
crossword,6.58,3.74,5.84
bother,4.44,4.2,4.22
mating,5.76,6.35,5.67
compute,5.74,3.45,6.68
redhead,6.71,3.91,5.52
translator,5.05,4,4.76
tractor,5.05,3.73,5.75
continent,6.05,3.24,5.16
unwrap,5.48,4.29,6.35
longitude,4.76,2.91,5.04
resist,3.95,3.6,6.11
pike,4.73,4.09,5.5
insertion,4.47,5.05,5.18
cologne,6.05,3.6,5.44
ranger,5.79,3.5,6
insulation,5.37,3.71,5.56
scared,2.8,6.1,4.2
subjective,5.86,3.56,5.21
asylum,3.24,5.55,3.52
stake,4.78,3.42,4.52
cocktail,6.95,5.6,5.86
poison,2.16,6.01,3.38
